eBird_name,group_members,GBIF_name,GBIF_rank,GBIF_taxonKey
Contopus caribaeus,['Contopus caribaeus'],"Contopus caribaeus (Orbigny, 1839)",SPECIES,5229723
Contopus hispaniolensis,['Contopus hispaniolensis'],"Contopus hispaniolensis (H.Bryant, 1867)",SPECIES,5229767
Contopus latirostris,['Contopus latirostris'],"Contopus latirostris (J.Verreaux, 1866)",SPECIES,5229735
Contopus latirostris brunneicapillus,['Contopus latirostris brunneicapillus'],"Contopus latirostris brunneicapillus (Lawrence, 1878)",SUBSPECIES,5229737
Contopus latirostris blancoi,['Contopus latirostris blancoi'],"Contopus latirostris blancoi (Cabanis, 1875)",SUBSPECIES,5229738
Contopus latirostris latirostris,['Contopus latirostris latirostris'],Contopus latirostris latirostris,SUBSPECIES,7192039
Cnemotriccus fuscatus,['Cnemotriccus fuscatus'],"Cnemotriccus fuscatus (Wied-Neuwied, 1831)",SPECIES,2483387
Cnemotriccus fuscatus duidae,['Cnemotriccus fuscatus duidae'],"Cnemotriccus fuscatus duidae Zimmer, 1938",SUBSPECIES,6174883
Cnemotriccus fuscatus [fuscatus Group],"['Cnemotriccus fuscatus cabanisi', 'Cnemotriccus fuscatus fumosus', 'Cnemotriccus fuscatus fuscatior', 'Cnemotriccus fuscatus beniensis', 'Cnemotriccus fuscatus bimaculatus', 'Cnemotriccus fuscatus fuscatus']","['Cnemotriccus fuscatus cabanisi (Leotaud, 1866)', 'Cnemotriccus fuscatus fumosus (Berlepsch, 1908)', 'Cnemotriccus fuscatus fuscatior (Chapman, 1926)', 'Cnemotriccus fuscatus beniensis Gyldenstolpe, 1941', 'Cnemotriccus fuscatus bimaculatus (Orbigny & Lafresnaye, 1837)', 'Cnemotriccus fuscatus fuscatus']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[6174886, 6174881, 6174885, 6174884, 6174882, 7192029]"
Empidonax flaviventris,['Empidonax flaviventris'],"Empidonax flaviventris (W.M.Baird & S.F.Baird, 1843)",SPECIES,2482785
Empidonax virescens,['Empidonax virescens'],"Empidonax virescens (Vieillot, 1818)",SPECIES,2482802
Empidonax alnorum,['Empidonax alnorum'],"Empidonax alnorum Brewster, 1895",SPECIES,2482809
Empidonax traillii,['Empidonax traillii'],"Empidonax traillii (Audubon, 1828)",SPECIES,2482786
Empidonax traillii traillii,['Empidonax traillii traillii'],Empidonax traillii traillii,SUBSPECIES,7192013
Empidonax traillii brewsteri/adastus,"['Empidonax traillii brewsteri', 'Empidonax traillii adastus']","['Empidonax traillii brewsteri Oberholser, 1918', 'Empidonax traillii adastus Oberholser, 1932']","['SUBSPECIES', 'SUBSPECIES']","[6174855, 6174857]"
Empidonax traillii extimus,['Empidonax traillii extimus'],"Empidonax traillii extimus A.R.Phillips, 1948",SUBSPECIES,6174856
Empidonax albigularis,['Empidonax albigularis'],"Empidonax albigularis P.L.Sclater & Salvin, 1859",SPECIES,2482796
Empidonax minimus,['Empidonax minimus'],"Empidonax minimus (W.M.Baird & S.F.Baird, 1843)",SPECIES,2482791
Empidonax hammondii,['Empidonax hammondii'],"Empidonax hammondii (Xantus de Vesey, 1858)",SPECIES,2482800
Empidonax wrightii,['Empidonax wrightii'],"Empidonax wrightii S.F.Baird, 1858",SPECIES,9585359
Empidonax oberholseri,['Empidonax oberholseri'],"Empidonax oberholseri A.R.Phillips, 1939",SPECIES,2482803
Empidonax affinis,['Empidonax affinis'],"Empidonax affinis (Swainson, 1827)",SPECIES,2482775
Empidonax difficilis,['Empidonax difficilis'],"Empidonax difficilis S.F.Baird, 1858",SPECIES,9568685
Empidonax difficilis [difficilis Group],"['Empidonax difficilis difficilis', 'Empidonax difficilis insulicola', 'Empidonax difficilis cineritius']","['Empidonax difficilis difficilis', 'Empidonax difficilis insulicola Oberholser, 1897', 'Empidonax difficilis cineritius Brewster, 1888']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[7192016, 6174832, 6174833]"
Empidonax difficilis occidentalis/hellmayri,"['Empidonax difficilis hellmayri', 'Empidonax difficilis occidentalis']","['Empidonax difficilis hellmayri Brodkorb, 1935', 'Empidonax difficilis occidentalis Nelson, 1897']","['SUBSPECIES', 'SUBSPECIES']","[6174850, 8859337]"
Empidonax flavescens,['Empidonax flavescens'],"Empidonax flavescens Lawrence, 1865",SPECIES,2482781
Empidonax flavescens imperturbatus/salvini,"['Empidonax flavescens imperturbatus', 'Empidonax flavescens salvini']","['Empidonax flavescens imperturbatus Wetmore, 1942', 'Empidonax flavescens salvini Ridgway, 1886']","['SUBSPECIES', 'SUBSPECIES']","[6174841, 6174840]"
Empidonax flavescens flavescens,['Empidonax flavescens flavescens'],Empidonax flavescens flavescens,SUBSPECIES,6174839
Empidonax fulvifrons,['Empidonax fulvifrons'],"Empidonax fulvifrons (Giraud, 1841)",SPECIES,2482768
Empidonax atriceps,['Empidonax atriceps'],"Empidonax atriceps Salvin, 1870",SPECIES,2482804
Sayornis nigricans,['Sayornis nigricans'],"Sayornis nigricans (Swainson, 1827)",SPECIES,2483612
Sayornis nigricans [nigricans Group],"['Sayornis nigricans semiater', 'Sayornis nigricans nigricans', 'Sayornis nigricans aquaticus', 'Sayornis nigricans amnicola']","['Sayornis nigricans semiater (Vigors, 1839)', 'Sayornis nigricans nigricans', 'Sayornis nigricans aquaticus P.L.Sclater & Salvin, 1859', 'Sayornis nigricans amnicola Bangs, 1902']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[6174864, 7192051, 6174863, 6174868]"
Sayornis nigricans latirostris/angustirostris,"['Sayornis nigricans angustirostris', 'Sayornis nigricans latirostris']","['Sayornis nigricans angustirostris Berlepsch & Stolzmann, 1896', 'Sayornis nigricans latirostris (Cabanis & Heine, 1859)']","['SUBSPECIES', 'SUBSPECIES']","[6174866, 6174867]"
Sayornis phoebe,['Sayornis phoebe'],"Sayornis phoebe (Latham, 1790)",SPECIES,2483606
Sayornis saya,['Sayornis saya'],"Sayornis saya (Bonaparte, 1825)",SPECIES,2483607
Guyramemua affine,['Guyramemua affine'],"Guyramemua affine (Burmeister, 1856)",SPECIES,10824822
Sublegatus arenarum,['Sublegatus arenarum'],"Sublegatus arenarum (Salvin, 1863)",SPECIES,2483420
Sublegatus obscurior,['Sublegatus obscurior'],"Sublegatus obscurior Todd, 1920",SPECIES,2483427
Sublegatus modestus,['Sublegatus modestus'],"Sublegatus modestus (Wied-Neuwied, 1831)",SPECIES,2483428
Pyrocephalus rubinus,['Pyrocephalus rubinus'],"Pyrocephalus rubinus (Boddaert, 1783)",SPECIES,2483647
Pyrocephalus rubinus [mexicanus Group],"['Pyrocephalus rubinus flammeus', 'Pyrocephalus rubinus mexicanus', 'Pyrocephalus rubinus blatteus', 'Pyrocephalus rubinus pinicola']","['Pyrocephalus rubinus flammeus Van Rossem, 1934', 'Pyrocephalus rubinus mexicanus P.L.Sclater, 1859', 'Pyrocephalus rubinus blatteus Bangs, 1911', 'Pyrocephalus rubinus pinicola T.R.Howell, 1965']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[6174299, 6174306, 6174300, 6174302]"
Pyrocephalus rubinus saturatus,['Pyrocephalus rubinus saturatus'],"Pyrocephalus rubinus saturatus Berlepsch & Hartert, 1902",SUBSPECIES,6174310
Pyrocephalus rubinus [obscurus Group],"['Pyrocephalus rubinus piurae', 'Pyrocephalus rubinus ardens', 'Pyrocephalus rubinus obscurus', 'Pyrocephalus rubinus cocachacrae', 'Pyrocephalus rubinus major']","['Pyrocephalus rubinus piurae Zimmer, 1941', 'Pyrocephalus rubinus ardens Zimmer, 1941', 'Pyrocephalus rubinus obscurus Gould, 1839', 'Pyrocephalus rubinus cocachacrae Zimmer, 1941', 'Pyrocephalus rubinus major Pelzeln, 1868']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[6174305, 6174307, 6174309, 6174303, 6174301]"
Pyrocephalus rubinus rubinus,['Pyrocephalus rubinus rubinus'],Pyrocephalus rubinus rubinus,SUBSPECIES,7060924
Pyrocephalus nanus,['Pyrocephalus nanus'],"Pyrocephalus nanus Gould, 1838",SPECIES,8994149
Pyrocephalus nanus nanus,['Pyrocephalus nanus nanus'],,,
Pyrocephalus nanus dubius,['Pyrocephalus nanus dubius'],,,
Lessonia rufa,['Lessonia rufa'],"Lessonia rufa (Gmelin, 1789)",SPECIES,5229770
Lessonia oreas,['Lessonia oreas'],"Lessonia oreas (P.L.Sclater & Salvin, 1869)",SPECIES,5229771
Knipolegus orenocensis,['Knipolegus orenocensis'],"Knipolegus orenocensis Berlepsch, 1884",SPECIES,2483038
Knipolegus orenocensis orenocensis/xinguensis,"['Knipolegus orenocensis orenocensis', 'Knipolegus orenocensis xinguensis']","['Knipolegus orenocensis orenocensis', 'Knipolegus orenocensis xinguensis Berlepsch, 1912']","['SUBSPECIES', 'SUBSPECIES']","[7060990, 6174818]"
Knipolegus orenocensis sclateri,['Knipolegus orenocensis sclateri'],"Knipolegus orenocensis sclateri Hellmayr, 1906",SUBSPECIES,6174819
Knipolegus poecilurus,['Knipolegus poecilurus'],"Knipolegus poecilurus (P.L.Sclater, 1862)",SPECIES,2483043
Knipolegus poecilocercus,['Knipolegus poecilocercus'],"Knipolegus poecilocercus (Pelzeln, 1868)",SPECIES,2483027
Knipolegus franciscanus,['Knipolegus franciscanus'],"Knipolegus franciscanus E.Snethlage, 1928",SPECIES,5789093
Knipolegus lophotes,['Knipolegus lophotes'],"Knipolegus lophotes Boie, 1828",SPECIES,2483028
Knipolegus nigerrimus,['Knipolegus nigerrimus'],"Knipolegus nigerrimus (Vieillot, 1818)",SPECIES,2483049
Knipolegus signatus,['Knipolegus signatus'],"Knipolegus signatus (Taczanowski, 1875)",SPECIES,2483035
Knipolegus cabanisi,['Knipolegus cabanisi'],"Knipolegus cabanisi Schulz, 1882",SPECIES,7569045
Knipolegus cyanirostris,['Knipolegus cyanirostris'],"Knipolegus cyanirostris (Vieillot, 1818)",SPECIES,2483052
Knipolegus striaticeps,['Knipolegus striaticeps'],"Knipolegus striaticeps (Orbigny & Lafresnaye, 1837)",SPECIES,2483034
Knipolegus aterrimus,['Knipolegus aterrimus'],"Knipolegus aterrimus Kaup, 1853",SPECIES,9403898
Knipolegus aterrimus heterogyna,['Knipolegus aterrimus heterogyna'],"Knipolegus aterrimus heterogyna Berlepsch, 1907",SUBSPECIES,6174829
Knipolegus aterrimus aterrimus/anthracinus,"['Knipolegus aterrimus anthracinus', 'Knipolegus aterrimus aterrimus']","['Knipolegus aterrimus anthracinus Cabanis, 1860', 'Knipolegus aterrimus aterrimus']","['SUBSPECIES', 'SUBSPECIES']","[6174830, 7192022]"
Knipolegus hudsoni,['Knipolegus hudsoni'],"Knipolegus hudsoni P.L.Sclater, 1872",SPECIES,2483042
Hymenops perspicillatus,['Hymenops perspicillatus'],"Hymenops perspicillatus (Gmelin, 1789)",SPECIES,2483857
Ochthornis littoralis,['Ochthornis littoralis'],"Ochthornis littoralis (Pelzeln, 1868)",SPECIES,2483664
Satrapa icterophrys,['Satrapa icterophrys'],"Satrapa icterophrys (Vieillot, 1818)",SPECIES,2482673
Syrtidicola fluviatilis,['Syrtidicola fluviatilis'],"Syrtidicola fluviatilis (P.L.Sclater & Salvin, 1866)",SPECIES,11351659
Muscisaxicola maculirostris,['Muscisaxicola maculirostris'],"Muscisaxicola maculirostris Orbigny & Lafresnaye, 1837",SPECIES,2483709
Muscisaxicola griseus,['Muscisaxicola griseus'],"Muscisaxicola griseus Taczanowski, 1884",SPECIES,2483700
Muscisaxicola juninensis,['Muscisaxicola juninensis'],"Muscisaxicola juninensis Taczanowski, 1884",SPECIES,2483720
Muscisaxicola cinereus,['Muscisaxicola cinereus'],"Muscisaxicola cinereus Philippi & Landbeck, 1864",SPECIES,2483713
Muscisaxicola albifrons,['Muscisaxicola albifrons'],"Muscisaxicola albifrons (Tschudi, 1844)",SPECIES,2483706
Muscisaxicola flavinucha,['Muscisaxicola flavinucha'],"Muscisaxicola flavinucha Lafresnaye, 1855",SPECIES,2483697
Muscisaxicola rufivertex,['Muscisaxicola rufivertex'],"Muscisaxicola rufivertex Orbigny & Lafresnaye, 1837",SPECIES,2483721
Muscisaxicola rufivertex occipitalis,['Muscisaxicola rufivertex occipitalis'],"Muscisaxicola rufivertex occipitalis Ridgway, 1887",SUBSPECIES,6174764
Muscisaxicola rufivertex pallidiceps,['Muscisaxicola rufivertex pallidiceps'],"Muscisaxicola rufivertex pallidiceps Hellmayr, 1927",SUBSPECIES,6174763
Muscisaxicola rufivertex rufivertex,['Muscisaxicola rufivertex rufivertex'],Muscisaxicola rufivertex rufivertex,SUBSPECIES,7192019
Muscisaxicola maclovianus,['Muscisaxicola maclovianus'],"Muscisaxicola maclovianus (Garnot, 1826)",SPECIES,2483725
Muscisaxicola maclovianus mentalis,['Muscisaxicola maclovianus mentalis'],"Muscisaxicola maclovianus mentalis Orbigny & Lafresnaye, 1837",SUBSPECIES,6174761
Muscisaxicola maclovianus maclovianus,['Muscisaxicola maclovianus maclovianus'],Muscisaxicola maclovianus maclovianus,SUBSPECIES,7060983
Muscisaxicola albilora,['Muscisaxicola albilora'],"Muscisaxicola albilora Lafresnaye, 1855",SPECIES,2483719
Muscisaxicola alpinus,['Muscisaxicola alpinus'],"Muscisaxicola alpinus (Jardine, 1849)",SPECIES,2483701
Muscisaxicola capistratus,['Muscisaxicola capistratus'],"Muscisaxicola capistratus (Burmeister, 1860)",SPECIES,2483717
Muscisaxicola frontalis,['Muscisaxicola frontalis'],"Muscisaxicola frontalis (Burmeister, 1860)",SPECIES,2483708
Cnemarchus erythropygius,['Cnemarchus erythropygius'],"Cnemarchus erythropygius (P.L.Sclater, 1853)",SPECIES,2483780
Cnemarchus rufipennis,['Cnemarchus rufipennis'],"Cnemarchus rufipennis (Taczanowski, 1874)",SPECIES,11264733
Pyrope pyrope,['Pyrope pyrope'],"Pyrope pyrope (Kittlitz, 1830)",SPECIES,11223235
Xolmis velatus,['Xolmis velatus'],"Xolmis velatus (Lichtenstein, 1823)",SPECIES,2482736
Xolmis irupero,['Xolmis irupero'],"Xolmis irupero (Vieillot, 1823)",SPECIES,2482747
Nengetus cinereus,['Nengetus cinereus'],"Nengetus cinereus (Vieillot, 1816)",SPECIES,11362256
Neoxolmis coronatus,['Neoxolmis coronatus'],"Neoxolmis coronatus (Vieillot, 1823)",SPECIES,11311090
Neoxolmis salinarum,['Neoxolmis salinarum'],"Neoxolmis salinarum (Nores & Yzurieta, 1979)",SPECIES,5789127
Neoxolmis rubetra,['Neoxolmis rubetra'],"Neoxolmis rubetra (Burmeister, 1860)",SPECIES,5789124
Neoxolmis rufiventris,['Neoxolmis rufiventris'],"Neoxolmis rufiventris (Vieillot, 1823)",SPECIES,2483147
Agriornis montanus,['Agriornis montanus'],"Agriornis montanus (Orbigny & Lafresnaye, 1837)",SPECIES,2483480
Agriornis albicauda,['Agriornis albicauda'],"Agriornis albicauda (Philippi & Landbeck, 1863)",SPECIES,7341519
Agriornis lividus,['Agriornis lividus'],"Agriornis lividus (Kittlitz, 1835)",SPECIES,2483470
Agriornis micropterus,['Agriornis micropterus'],"Agriornis micropterus Gould, 1839",SPECIES,2483476
Agriornis micropterus andecola,['Agriornis micropterus andecola'],"Agriornis micropterus andecola (Orbigny, 1840)",SUBSPECIES,6174647
Agriornis micropterus micropterus,['Agriornis micropterus micropterus'],Agriornis micropterus micropterus,SUBSPECIES,7192042
Agriornis murinus,['Agriornis murinus'],"Agriornis murinus (Orbigny & Lafresnaye, 1837)",SPECIES,2483474
Myiotheretes striaticollis,['Myiotheretes striaticollis'],"Myiotheretes striaticollis (P.L.Sclater, 1853)",SPECIES,2483326
Myiotheretes pernix,['Myiotheretes pernix'],"Myiotheretes pernix (Bangs, 1899)",SPECIES,2483334
Myiotheretes fumigatus,['Myiotheretes fumigatus'],"Myiotheretes fumigatus (Boissonneau, 1840)",SPECIES,2483329
Myiotheretes fuscorufus,['Myiotheretes fuscorufus'],"Myiotheretes fuscorufus (P.L.Sclater & Salvin, 1876)",SPECIES,2483335
Arundinicola leucocephala,['Arundinicola leucocephala'],"Arundinicola leucocephala (Linnaeus, 1764)",SPECIES,2482671
Fluvicola pica,['Fluvicola pica'],"Fluvicola pica (Boddaert, 1783)",SPECIES,5229564
Fluvicola albiventer,['Fluvicola albiventer'],"Fluvicola albiventer (Spix, 1825)",SPECIES,5229567
Fluvicola nengeta,['Fluvicola nengeta'],"Fluvicola nengeta (Linnaeus, 1766)",SPECIES,5229568
Muscipipra vetula,['Muscipipra vetula'],"Muscipipra vetula (Lichtenstein, 1823)",SPECIES,2483662
Gubernetes yetapa,['Gubernetes yetapa'],"Gubernetes yetapa (Vieillot, 1818)",SPECIES,2483853
Heteroxolmis dominicana,['Heteroxolmis dominicana'],"Heteroxolmis dominicana (Vieillot, 1823)",SPECIES,2483604
Alectrurus tricolor,['Alectrurus tricolor'],"Alectrurus tricolor (Vieillot, 1816)",SPECIES,2483238
Alectrurus risora,['Alectrurus risora'],"Alectrurus risora (Vieillot, 1824)",SPECIES,2483239
Silvicultrix frontalis,['Silvicultrix frontalis'],"Silvicultrix frontalis (Lafresnaye, 1847)",SPECIES,2483198
Silvicultrix frontalis frontalis/albidiadema,"['Silvicultrix frontalis albidiadema', 'Silvicultrix frontalis frontalis']","['Silvicultrix frontalis albidiadema (Lafresnaye, 1848)', 'Silvicultrix frontalis frontalis']","['SUBSPECIES', 'SUBSPECIES']","[8790144, 9183265]"
Silvicultrix frontalis spodionota/boliviana,"['Silvicultrix frontalis spodionota', 'Silvicultrix frontalis boliviana']","[None, None]","[None, None]","[None, None]"
Silvicultrix jelskii,['Silvicultrix jelskii'],"Silvicultrix jelskii (Taczanowski, 1883)",SPECIES,2483189
Silvicultrix pulchella,['Silvicultrix pulchella'],"Silvicultrix pulchella (P.L.Sclater & Salvin, 1876)",SPECIES,2483191
Silvicultrix diadema,['Silvicultrix diadema'],"Silvicultrix diadema (Hartlaub, 1843)",SPECIES,2483175
Colorhamphus parvirostris,['Colorhamphus parvirostris'],"Colorhamphus parvirostris (Darwin, 1839)",SPECIES,2483790
Ochthoeca salvini,['Ochthoeca salvini'],"Ochthoeca salvini Taczanowski, 1877",SPECIES,2483286
Ochthoeca cinnamomeiventris,['Ochthoeca cinnamomeiventris'],"Ochthoeca cinnamomeiventris (Lafresnaye, 1843)",SPECIES,2483152
Ochthoeca nigrita,['Ochthoeca nigrita'],"Ochthoeca nigrita P.L.Sclater & Salvin, 1871",SPECIES,6101057
Ochthoeca thoracica,['Ochthoeca thoracica'],"Ochthoeca thoracica Taczanowski, 1874",SPECIES,4845276
Ochthoeca rufipectoralis,['Ochthoeca rufipectoralis'],"Ochthoeca rufipectoralis (Orbigny & Lafresnaye, 1837)",SPECIES,2483157
Ochthoeca fumicolor,['Ochthoeca fumicolor'],"Ochthoeca fumicolor P.L.Sclater, 1856",SPECIES,9597316
Ochthoeca superciliosa,['Ochthoeca superciliosa'],"Ochthoeca superciliosa P.L.Sclater & Salvin, 1871",SPECIES,8855744
Ochthoeca oenanthoides,['Ochthoeca oenanthoides'],"Ochthoeca oenanthoides (Orbigny & Lafresnaye, 1837)",SPECIES,2483149
Ochthoeca piurae,['Ochthoeca piurae'],"Ochthoeca piurae Chapman, 1924",SPECIES,2483181
Ochthoeca leucophrys,['Ochthoeca leucophrys'],"Ochthoeca leucophrys (Orbigny & Lafresnaye, 1837)",SPECIES,2483165
Colonia colonus,['Colonia colonus'],"Colonia colonus (Vieillot, 1818)",SPECIES,5229809
Muscigralla brevicauda,['Muscigralla brevicauda'],"Muscigralla brevicauda Orbigny & Lafresnaye, 1837",SPECIES,2483784
Ramphotrigon megacephalum,['Ramphotrigon megacephalum'],"Ramphotrigon megacephalum (Swainson, 1835)",SPECIES,2483862
Ramphotrigon ruficauda,['Ramphotrigon ruficauda'],"Ramphotrigon ruficauda (Spix, 1825)",SPECIES,2483861
Ramphotrigon flammulatum,['Ramphotrigon flammulatum'],"Ramphotrigon flammulatum (Lawrence, 1875)",SPECIES,11341022
Ramphotrigon fuscicauda,['Ramphotrigon fuscicauda'],"Ramphotrigon fuscicauda Chapman, 1925",SPECIES,2483868
Attila phoenicurus,['Attila phoenicurus'],"Attila phoenicurus Pelzeln, 1868",SPECIES,2483623
Attila cinnamomeus,['Attila cinnamomeus'],"Attila cinnamomeus (Gmelin, 1789)",SPECIES,2483645
Attila torridus,['Attila torridus'],"Attila torridus P.L.Sclater, 1860",SPECIES,2483628
Attila citriniventris,['Attila citriniventris'],"Attila citriniventris P.L.Sclater, 1859",SPECIES,2483641
Attila bolivianus,['Attila bolivianus'],"Attila bolivianus Lafresnaye, 1848",SPECIES,2483624
Attila rufus,['Attila rufus'],"Attila rufus (Vieillot, 1819)",SPECIES,2483642
Attila spadiceus,['Attila spadiceus'],"Attila spadiceus (Gmelin, 1789)",SPECIES,2483629
Attila spadiceus [flammulatus Group],"['Attila spadiceus pacificus', 'Attila spadiceus cozumelae', 'Attila spadiceus gaumeri', 'Attila spadiceus flammulatus', 'Attila spadiceus salvadorensis', 'Attila spadiceus citreopyga', 'Attila spadiceus parambae', 'Attila spadiceus sclateri', 'Attila spadiceus caniceps', 'Attila spadiceus parvirostris']","['Attila spadiceus pacificus Hellmayr, 1929', 'Attila spadiceus cozumelae Ridgway, 1885', 'Attila spadiceus gaumeri Salvin & Godman, 1891', 'Attila spadiceus flammulatus Lafresnaye, 1848', 'Attila spadiceus salvadorensis Dickey & van Rossem, 1929', 'Attila spadiceus citreopyga (Bonaparte, 1854)', 'Attila spadiceus parambae Hartert, 1900', 'Attila spadiceus sclateri Lawrence, 1862', 'Attila spadiceus caniceps Todd, 1917', 'Attila spadiceus parvirostris Allen, 1900']","['SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES', 'SUBSPECIES']","[6174287, 6174294, 6174290, 6090813, 6174286, 6174288, 6174293, 6174292, 6174291, 6174289]"
Attila spadiceus spadiceus/uropygiatus,"['Attila spadiceus spadiceus', 'Attila spadiceus uropygiatus']","['Attila spadiceus spadiceus', 'Attila spadiceus uropygiatus (Wied-Neuwied, 1831)']","['SUBSPECIES', 'SUBSPECIES']","[7192030, 6174295]"
Sirystes albogriseus,['Sirystes albogriseus'],"Sirystes albogriseus (Lawrence, 1863)",SPECIES,6101055
Sirystes albocinereus,['Sirystes albocinereus'],"Sirystes albocinereus P.L.Sclater & Salvin, 1880",SPECIES,8356516
Sirystes subcanescens,['Sirystes subcanescens'],"Sirystes subcanescens Todd, 1920",SPECIES,7977221
Sirystes sibilator,['Sirystes sibilator'],"Sirystes sibilator (Vieillot, 1818)",SPECIES,2483973
